Rate,Country Name,"longitude, latitude",Country Code,"""1990""","""1991""","""1992""","""1993""","""1994""","""1995""","""1996""","""1997""","""1998""","""1999""","""2000""","""2001""","""2002""","""2003""","""2004""","""2005""","""2006""","""2007""","""2008""","""2009""","""2010""","""2011""","""2012""","""2013""","""2014""","""2015""","""2016""","""2017""","""2018""","""2019""","""2020""","""2021""","""2022""","""2023""","""2024""","""2025""","""2026""","""2027""","""2028""","""2029""","""2030""","""2031""","""2032""","""2033""","""2034""","""2035""","""2036""","""2037""","""2038""","""2039""","""2040""","""2041""","""2042""","""2043""","""2044""","""2045""","""2046""","""2047""","""2048""","""2049""","""2050""","""2051""","""2052""","""2053""","""2054""","""2055""","""2056""","""2057""","""2058""","""2059""","""2060""","""2061""","""2062""","""2063""","""2064""","""2065""","""2066""","""2067""","""2068""","""2069""","""2070""","""2071""","""2072""","""2073""","""2074""","""2075""","""2076""","""2077""","""2078""","""2079""","""2080""","""2081""","""2082""","""2083""","""2084""","""2085""","""2086""","""2087""","""2088""","""2089""","""2090""","""2091""","""2092""","""2093""","""2094""","""2095""","""2096""","""2097""","""2098""","""2099""","""2100""","""2101""","""2102""","""2103""","""2104""","""2105""","""2106""","""2107""","""2108""","""2109""","""2110""","""2111""","""2112""","""2113""","""2114"""
107.0909091,Bhutan,"90.433601,27.514162",BTN,30350,30456,30562,30668,30774,30880,30986,31092,31198,31304,31410,31518,31626,31734,31842,31950,32058,32166,32274,32382,32490,32598,32706,32813.09091,32920.18182,33027.27273,33134.36364,33241.45455,33348.54545,33455.63636,33562.72727,33669.81818,33776.90909,33884,33991.09091,34098.18182,34205.27273,34312.36364,34419.45455,34526.54545,34633.63636,34740.72727,34847.81818,34954.90909,35062,35169.09091,35276.18182,35383.27273,35490.36364,35597.45455,35704.54545,35811.63636,35918.72727,36025.81818,36132.90909,36240,36347.09091,36454.18182,36561.27273,36668.36364,36775.45455,36882.54545,36989.63636,37096.72727,37203.81818,37310.90909,37418,37525.09091,37632.18182,37739.27273,37846.36364,37953.45455,38060.54546,38167.63636,38274.72727,38381.81818,38488.90909,38596,38703.09091,38810.18182,38917.27273,39024.36364,39131.45455,39238.54546,39345.63636,39452.72727,39559.81818,39666.90909,39774,39881.09091,39988.18182,40095.27273,40202.36364,40309.45455,40416.54546,40523.63636,40630.72727,40737.81818,40844.90909,40952,41059.09091,41166.18182,41273.27273,41380.36364,41487.45455,41594.54546,41701.63636,41808.72727,41915.81818,42022.90909,42130,42237.09091,42344.18182,42451.27273,42558.36364,42665.45455,42772.54546,42879.63636,42986.72727,43093.81818,43200.90909,43308,43415.09091,43522.18182,43629.27273
-2824.636364,Bolivia,"-63.588653,-16.290154",BOL,627950,625246,622542,619838,617134,614430,611726,609022,606318,603614,600910,598196,595482,592768,590054,587340,584264,581188,578112,575036,571960,568884,565808,562983.3636,560158.7273,557334.0909,554509.4545,551684.8182,548860.1818,546035.5455,543210.9091,540386.2727,537561.6364,534737,531912.3636,529087.7273,526263.0909,523438.4545,520613.8182,517789.1818,514964.5454,512139.9091,509315.2727,506490.6364,503666,500841.3636,498016.7273,495192.0909,492367.4545,489542.8182,486718.1818,483893.5454,481068.9091,478244.2727,475419.6364,472595,469770.3636,466945.7273,464121.0909,461296.4545,458471.8182,455647.1818,452822.5454,449997.9091,447173.2727,444348.6363,441524,438699.3636,435874.7273,433050.0909,430225.4545,427400.8182,424576.1818,421751.5454,418926.9091,416102.2727,413277.6363,410453,407628.3636,404803.7273,401979.0909,399154.4545,396329.8182,393505.1818,390680.5454,387855.9091,385031.2727,382206.6363,379382,376557.3636,373732.7272,370908.0909,368083.4545,365258.8182,362434.1818,359609.5454,356784.9091,353960.2727,351135.6363,348311,345486.3636,342661.7272,339837.0909,337012.4545,334187.8182,331363.1818,328538.5454,325713.9091,322889.2727,320064.6363,317240,314415.3636,311590.7272,308766.0909,305941.4545,303116.8181,300292.1818,297467.5454,294642.9091,291818.2727,288993.6363,286169,283344.3636,280519.7272,277695.0909
-11.36363636,Bosnia and Herzegovina,"17.679076,43.915886",BIH,22100,0,22050,22025,22000,21975,21950,21925,21900,21875,21850,21850,21850,21850,21850,21850,21850,21850,21850,21850,21850,21850,21850,21838.63636,21827.27273,21815.90909,21804.54545,21793.18182,21781.81818,21770.45455,21759.09091,21747.72727,21736.36364,21725,21713.63636,21702.27273,21690.90909,21679.54545,21668.18182,21656.81818,21645.45455,21634.09091,21622.72727,21611.36364,21600,21588.63636,21577.27273,21565.90909,21554.54545,21543.18182,21531.81818,21520.45455,21509.09091,21497.72727,21486.36364,21475,21463.63636,21452.27273,21440.90909,21429.54545,21418.18182,21406.81818,21395.45455,21384.09091,21372.72727,21361.36364,21350,21338.63636,21327.27273,21315.90909,21304.54545,21293.18182,21281.81818,21270.45455,21259.09091,21247.72727,21236.36364,21225,21213.63636,21202.27273,21190.90909,21179.54545,21168.18182,21156.81818,21145.45455,21134.09091,21122.72727,21111.36364,21100,21088.63636,21077.27273,21065.90909,21054.54545,21043.18182,21031.81818,21020.45455,21009.09091,20997.72727,20986.36364,20975,20963.63636,20952.27273,20940.90909,20929.54545,20918.18182,20906.81818,20895.45455,20884.09091,20872.72727,20861.36364,20850,20838.63636,20827.27273,20815.90909,20804.54545,20793.18182,20781.81818,20770.45455,20759.09091,20747.72727,20736.36364,20725,20713.63636,20702.27273,20690.90909
-1183.545455,Botswana,"24.684866,-22.328474",BWA,137180,135997,134814,133631,132448,131265,130082,128899,127716,126533,125350,124166,122982,121798,120614,119430,118246,117062,115878,114694,113510,112326,111142,109958.4545,108774.9091,107591.3636,106407.8182,105224.2727,104040.7273,102857.1818,101673.6364,100490.0909,99306.54545,98123,96939.45454,95755.90909,94572.36363,93388.81818,92205.27272,91021.72727,89838.18181,88654.63636,87471.0909,86287.54545,85103.99999,83920.45454,82736.90908,81553.36363,80369.81817,79186.27272,78002.72726,76819.18181,75635.63635,74452.0909,73268.54544,72084.99999,70901.45453,69717.90908,68534.36362,67350.81817,66167.27271,64983.72726,63800.1818,62616.63635,61433.09089,60249.54544,59065.99998,57882.45453,56698.90907,55515.36362,54331.81816,53148.27271,51964.72725,50781.1818,49597.63634,48414.09089,47230.54543,46046.99998,44863.45452,43679.90907,42496.36361,41312.81816,40129.2727,38945.72725,37762.18179,36578.63634,35395.09088,34211.54543,33027.99997,31844.45452,30660.90906,29477.36361,28293.81815,27110.2727,25926.72724,24743.18179,23559.63633,22376.09088,21192.54542,20008.99997,18825.45451,17641.90906,16458.3636,15274.81815,14091.27269,12907.72724,11724.18178,10540.63633,9357.09087,8173.545415,6989.99996,5806.454505,4622.90905,3439.363595,2255.81814,1072.272685,-111.27277,-1294.818225,-2478.36368,-3661.909135,-4845.45459,-6029.000045,-7212.5455,-8396.090955,-9579.63641
-27139,Brazil,"-51.92528,-14.235004",BRA,5748390,5719494,5690598,5661702,5632806,5603910,5575014,5546118,5517222,5488326,5459430,5428532,5397634,5366736,5335838,5304940,5282996,5261052,5239108,5217164,5195220,5173276,5151332,5124193,5097054,5069915,5042776,5015637,4988498,4961359,4934220,4907081,4879942,4852803,4825664,4798525,4771386,4744247,4717108,4689969,4662830,4635691,4608552,4581413,4554274,4527135,4499996,4472857,4445718,4418579,4391440,4364301,4337162,4310023,4282884,4255745,4228606,4201467,4174328,4147189,4120050,4092911,4065772,4038633,4011494,3984355,3957216,3930077,3902938,3875799,3848660,3821521,3794382,3767243,3740104,3712965,3685826,3658687,3631548,3604409,3577270,3550131,3522992,3495853,3468714,3441575,3414436,3387297,3360158,3333019,3305880,3278741,3251602,3224463,3197324,3170185,3143046,3115907,3088768,3061629,3034490,3007351,2980212,2953073,2925934,2898795,2871656,2844517,2817378,2790239,2763100,2735961,2708822,2681683,2654544,2627405,2600266,2573127,2545988,2518849,2491710,2464571,2437432,2410293,2383154
322.9090909,Bulgaria,"25.48583,42.733883",BGR,33270,33318,33366,33414,33462,33510,33558,33606,33654,33702,33750,34302,34854,35406,35958,36510,37062,37614,38166,38718,39270,39822,40374,40696.90909,41019.81818,41342.72727,41665.63636,41988.54545,42311.45455,42634.36364,42957.27273,43280.18182,43603.09091,43926,44248.90909,44571.81818,44894.72727,45217.63636,45540.54545,45863.45455,46186.36364,46509.27273,46832.18182,47155.09091,47478,47800.90909,48123.81818,48446.72727,48769.63636,49092.54545,49415.45455,49738.36364,50061.27273,50384.18182,50707.09091,51030,51352.90909,51675.81818,51998.72727,52321.63636,52644.54545,52967.45455,53290.36364,53613.27273,53936.18182,54259.09091,54582,54904.90909,55227.81818,55550.72727,55873.63636,56196.54545,56519.45455,56842.36364,57165.27273,57488.18182,57811.09091,58134,58456.90909,58779.81818,59102.72727,59425.63636,59748.54545,60071.45454,60394.36364,60717.27273,61040.18182,61363.09091,61686,62008.90909,62331.81818,62654.72727,62977.63636,63300.54545,63623.45454,63946.36364,64269.27273,64592.18182,64915.09091,65238,65560.90909,65883.81818,66206.72727,66529.63636,66852.54545,67175.45454,67498.36364,67821.27273,68144.18182,68467.09091,68790,69112.90909,69435.81818,69758.72727,70081.63636,70404.54545,70727.45454,71050.36364,71373.27273,71696.18182,72019.09091,72342,72664.90909,72987.81818,73310.72727
-599.0909091,Burkina Faso,"-1.561593,12.238333",BFA,68470,67871,67272,66673,66074,65475,64876,64277,63678,63079,62480,61882,61284,60686,60088,59490,58890,58290,57690,57090,56490,55890,55290,54690.90909,54091.81818,53492.72727,52893.63636,52294.54545,51695.45455,51096.36364,50497.27273,49898.18182,49299.09091,48700,48100.90909,47501.81818,46902.72727,46303.63636,45704.54545,45105.45455,44506.36364,43907.27273,43308.18182,42709.09091,42110,41510.90909,40911.81818,40312.72727,39713.63636,39114.54545,38515.45455,37916.36364,37317.27273,36718.18182,36119.09091,35520,34920.90909,34321.81818,33722.72727,33123.63636,32524.54545,31925.45455,31326.36364,30727.27273,30128.18182,29529.09091,28930,28330.90909,27731.81818,27132.72727,26533.63636,25934.54545,25335.45455,24736.36364,24137.27273,23538.18182,22939.09091,22340,21740.90909,21141.81818,20542.72727,19943.63636,19344.54545,18745.45454,18146.36364,17547.27273,16948.18182,16349.09091,15750,15150.90909,14551.81818,13952.72727,13353.63636,12754.54545,12155.45454,11556.36364,10957.27273,10358.18182,9759.090908,9159.999999,8560.90909,7961.818181,7362.727272,6763.636363,6164.545454,5565.454545,4966.363636,4367.272727,3768.181817,3169.090908,2569.999999,1970.90909,1371.818181,772.7272719,173.6363628,-425.4545463,-1024.545455,-1623.636364,-2222.727274,-2821.818183,-3420.909092,-4020.000001,-4619.09091,-5218.181819,-5817.272728
-54.81818182,Burundi,"29.918886,-3.373056",BDI,2890,2799,2708,2617,2526,2435,2344,2253,2162,2071,1980,1946,1912,1878,1844,1810,1792,1774,1756,1738,1720,1702,1684,1629.181818,1574.363636,1519.545455,1464.727273,1409.909091,1355.090909,1300.272727,1245.454545,1190.636364,1135.818182,1081,1026.181818,971.3636363,916.5454545,861.7272727,806.9090909,752.0909091,697.2727272,642.4545454,587.6363636,532.8181818,478,423.1818181,368.3636363,313.5454545,258.7272727,203.9090909,149.090909,94.27272722,39.4545454,-15.36363642,-70.18181824,-125.0000001,-179.8181819,-234.6363637,-289.4545455,-344.2727273,-399.0909092,-453.909091,-508.7272728,-563.5454546,-618.3636364,-673.1818183,-728.0000001,-782.8181819,-837.6363637,-892.4545455,-947.2727274,-1002.090909,-1056.909091,-1111.727273,-1166.545455,-1221.363636,-1276.181818,-1331,-1385.818182,-1440.636364,-1495.454546,-1550.272727,-1605.090909,-1659.909091,-1714.727273,-1769.545455,-1824.363636,-1879.181818,-1934,-1988.818182,-2043.636364,-2098.454546,-2153.272727,-2208.090909,-2262.909091,-2317.727273,-2372.545455,-2427.363637,-2482.181818,-2537,-2591.818182,-2646.636364,-2701.454546,-2756.272727,-2811.090909,-2865.909091,-2920.727273,-2975.545455,-3030.363637,-3085.181818,-3140,-3194.818182,-3249.636364,-3304.454546,-3359.272727,-3414.090909,-3468.909091,-3523.727273,-3578.545455,-3633.363637,-3688.181818,-3743,-3797.818182,-3852.636364,-3907.454546
-1411.272727,Cambodia,"104.990963,12.565679",KHM,129440,128042,126644,125246,123848,122450,121052,119654,118256,116858,115460,113830,112200,110570,108940,107310,106036,104762,103488,102214,100940,99666,98392,96980.72727,95569.45455,94158.18182,92746.90909,91335.63637,89924.36364,88513.09091,87101.81818,85690.54546,84279.27273,82868,81456.72728,80045.45455,78634.18182,77222.9091,75811.63637,74400.36364,72989.09091,71577.81819,70166.54546,68755.27273,67344.00001,65932.72728,64521.45455,63110.18182,61698.9091,60287.63637,58876.36364,57465.09092,56053.81819,54642.54546,53231.27274,51820.00001,50408.72728,48997.45455,47586.18183,46174.9091,44763.63637,43352.36365,41941.09092,40529.81819,39118.54547,37707.27274,36296.00001,34884.72728,33473.45456,32062.18183,30650.9091,29239.63638,27828.36365,26417.09092,25005.8182,23594.54547,22183.27274,20772.00001,19360.72729,17949.45456,16538.18183,15126.90911,13715.63638,12304.36365,10893.09093,9481.818199,8070.545472,6659.272745,5248.000018,3836.727291,2425.454564,1014.181837,-397.09089,-1808.363617,-3219.636344,-4630.909071,-6042.181798,-7453.454525,-8864.727252,-10275.99998,-11687.27271,-13098.54543,-14509.81816,-15921.09089,-17332.36361,-18743.63634,-20154.90907,-21566.1818,-22977.45452,-24388.72725,-25799.99998,-27211.2727,-28622.54543,-30033.81816,-31445.09088,-32856.36361,-34267.63634,-35678.90907,-37090.18179,-38501.45452,-39912.72725,-41323.99997,-42735.2727,-44146.54543,-45557.81815
-2200,Cameroon,"12.354722,7.369722",CMR,243160,240960,238760,236560,234360,232160,229960,227760,225560,223360,221160,218960,216760,214560,212360,210160,207960,205760,203560,201360,199160,196960,194760,192560,190360,188160,185960,183760,181560,179360,177160,174960,172760,170560,168360,166160,163960,161760,159560,157360,155160,152960,150760,148560,146360,144160,141960,139760,137560,135360,133160,130960,128760,126560,124360,122160,119960,117760,115560,113360,111160,108960,106760,104560,102360,100160,97960,95760,93560,91360,89160,86960,84760,82560,80360,78160,75960,73760,71560,69360,67160,64960,62760,60560,58360,56160,53960,51760,49560,47360,45160,42960,40760,38560,36360,34160,31960,29760,27560,25360,23160,20960,18760,16560,14360,12160,9960,7760,5560,3360,1160,-1040,-3240,-5440,-7640,-9840,-12040,-14240,-16440,-18640,-20840,-23040,-25240,-27440,-29640
0,Canada,"-106.346771,56.130366",CAN,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340,3101340
0.136363636,Cayman Islands,"-80.566956,19.513469",CYM,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,127,127,127,127,127,127.1363636,127.2727273,127.4090909,127.5454545,127.6818182,127.8181818,127.9545455,128.0909091,128.2272727,128.3636364,128.5,128.6363636,128.7727273,128.9090909,129.0454545,129.1818182,129.3181818,129.4545454,129.5909091,129.7272727,129.8636364,130,130.1363636,130.2727273,130.4090909,130.5454545,130.6818182,130.8181818,130.9545454,131.0909091,131.2272727,131.3636364,131.5,131.6363636,131.7727273,131.9090909,132.0454545,132.1818182,132.3181818,132.4545454,132.5909091,132.7272727,132.8636363,133,133.1363636,133.2727273,133.4090909,133.5454545,133.6818182,133.8181818,133.9545454,134.0909091,134.2272727,134.3636363,134.5,134.6363636,134.7727273,134.9090909,135.0454545,135.1818182,135.3181818,135.4545454,135.5909091,135.7272727,135.8636363,136,136.1363636,136.2727272,136.4090909,136.5454545,136.6818182,136.8181818,136.9545454,137.0909091,137.2272727,137.3636363,137.5,137.6363636,137.7727272,137.9090909,138.0454545,138.1818182,138.3181818,138.4545454,138.5909091,138.7272727,138.8636363,139,139.1363636,139.2727272,139.4090909,139.5454545,139.6818181,139.8181818,139.9545454,140.0909091,140.2272727,140.3636363,140.5,140.6363636,140.7727272,140.9090909
-299.0909091,Central African Republic,"20.939444,6.611111",CAF,232030,231730,231430,231130,230830,230530,230230,229930,229630,229330,229030,228734,228438,228142,227846,227550,227250,226950,226650,226350,226050,225750,225450,225150.9091,224851.8182,224552.7273,224253.6364,223954.5455,223655.4545,223356.3636,223057.2727,222758.1818,222459.0909,222160,221860.9091,221561.8182,221262.7273,220963.6364,220664.5455,220365.4545,220066.3636,219767.2727,219468.1818,219169.0909,218870,218570.9091,218271.8182,217972.7273,217673.6364,217374.5455,217075.4545,216776.3636,216477.2727,216178.1818,215879.0909,215580,215280.9091,214981.8182,214682.7273,214383.6364,214084.5455,213785.4545,213486.3636,213187.2727,212888.1818,212589.0909,212290,211990.9091,211691.8182,211392.7273,211093.6364,210794.5455,210495.4545,210196.3636,209897.2727,209598.1818,209299.0909,209000,208700.9091,208401.8182,208102.7273,207803.6364,207504.5455,207205.4545,206906.3636,206607.2727,206308.1818,206009.0909,205710,205410.9091,205111.8182,204812.7273,204513.6364,204214.5455,203915.4545,203616.3636,203317.2727,203018.1818,202719.0909,202420,202120.9091,201821.8182,201522.7273,201223.6364,200924.5455,200625.4545,200326.3636,200027.2727,199728.1818,199429.0909,199130,198830.9091,198531.8182,198232.7273,197933.6364,197634.5455,197335.4545,197036.3636,196737.2727,196438.1818,196139.0909,195840,195540.9091,195241.8182,194942.7273
-792.4545455,Chad,"18.732207,15.454166",TCD,131100,130307,129514,128721,127928,127135,126342,125549,124756,123963,123170,122378,121586,120794,120002,119210,118418,117626,116834,116042,115250,114458,113666,112873.5455,112081.0909,111288.6364,110496.1818,109703.7273,108911.2727,108118.8182,107326.3636,106533.9091,105741.4545,104949,104156.5455,103364.0909,102571.6364,101779.1818,100986.7273,100194.2727,99401.81818,98609.36364,97816.90909,97024.45454,96232,95439.54545,94647.09091,93854.63636,93062.18182,92269.72727,91477.27273,90684.81818,89892.36363,89099.90909,88307.45454,87515,86722.54545,85930.09091,85137.63636,84345.18182,83552.72727,82760.27273,81967.81818,81175.36363,80382.90909,79590.45454,78798,78005.54545,77213.09091,76420.63636,75628.18182,74835.72727,74043.27272,73250.81818,72458.36363,71665.90909,70873.45454,70081,69288.54545,68496.09091,67703.63636,66911.18182,66118.72727,65326.27272,64533.81818,63741.36363,62948.90909,62156.45454,61364,60571.54545,59779.09091,58986.63636,58194.18181,57401.72727,56609.27272,55816.81818,55024.36363,54231.90909,53439.45454,52647,51854.54545,51062.09091,50269.63636,49477.18181,48684.72727,47892.27272,47099.81818,46307.36363,45514.90909,44722.45454,43930,43137.54545,42345.0909,41552.63636,40760.18181,39967.72727,39175.27272,38382.81818,37590.36363,36797.90909,36005.45454,35213,34420.54545,33628.0909,32835.63636
474.1818182,Chile,"-71.542969,-35.675147",CHL,152630,153201,153772,154343,154914,155485,156056,156627,157198,157769,158340,158758,159176,159594,160012,160430,160806,161182,161558,161934,162310,162686,163062,163536.1818,164010.3636,164484.5455,164958.7273,165432.9091,165907.0909,166381.2727,166855.4545,167329.6364,167803.8182,168278,168752.1818,169226.3636,169700.5455,170174.7273,170648.9091,171123.0909,171597.2727,172071.4545,172545.6364,173019.8182,173494,173968.1818,174442.3636,174916.5455,175390.7273,175864.9091,176339.0909,176813.2727,177287.4545,177761.6364,178235.8182,178710,179184.1818,179658.3636,180132.5455,180606.7273,181080.9091,181555.0909,182029.2727,182503.4545,182977.6364,183451.8182,183926,184400.1818,184874.3636,185348.5455,185822.7273,186296.9091,186771.0909,187245.2727,187719.4545,188193.6364,188667.8182,189142,189616.1818,190090.3636,190564.5455,191038.7273,191512.9091,191987.0909,192461.2727,192935.4545,193409.6364,193883.8182,194358,194832.1818,195306.3636,195780.5455,196254.7273,196728.9091,197203.0909,197677.2727,198151.4545,198625.6364,199099.8182,199574,200048.1818,200522.3636,200996.5455,201470.7273,201944.9091,202419.0909,202893.2727,203367.4545,203841.6364,204315.8182,204790,205264.1818,205738.3636,206212.5455,206686.7273,207160.9091,207635.0909,208109.2727,208583.4545,209057.6364,209531.8182,210006,210480.1818,210954.3636,211428.5455
25112.12727,China,"104.195397,35.86166",CHN,1571406,1591265.9,1611125.8,1630985.7,1650845.6,1670705.5,1690565.4,1710425.3,1730285.2,1750145.1,1770005,1802091.8,1834178.6,1866265.4,1898352.2,1930439,1958072.4,1985705.8,2013339.2,2040972.6,2068606,2096239.4,2123872.8,2148984.927,2174097.055,2199209.182,2224321.309,2249433.436,2274545.564,2299657.691,2324769.818,2349881.945,2374994.073,2400106.2,2425218.327,2450330.455,2475442.582,2500554.709,2525666.836,2550778.964,2575891.091,2601003.218,2626115.345,2651227.473,2676339.6,2701451.727,2726563.854,2751675.982,2776788.109,2801900.236,2827012.364,2852124.491,2877236.618,2902348.745,2927460.873,2952573,2977685.127,3002797.254,3027909.382,3053021.509,3078133.636,3103245.764,3128357.891,3153470.018,3178582.145,3203694.273,3228806.4,3253918.527,3279030.654,3304142.782,3329254.909,3354367.036,3379479.164,3404591.291,3429703.418,3454815.545,3479927.673,3505039.8,3530151.927,3555264.054,3580376.182,3605488.309,3630600.436,3655712.563,3680824.691,3705936.818,3731048.945,3756161.073,3781273.2,3806385.327,3831497.454,3856609.582,3881721.709,3906833.836,3931945.963,3957058.091,3982170.218,4007282.345,4032394.473,4057506.6,4082618.727,4107730.854,4132842.982,4157955.109,4183067.236,4208179.363,4233291.491,4258403.618,4283515.745,4308627.872,4333740,4358852.127,4383964.254,4409076.382,4434188.509,4459300.636,4484412.763,4509524.891,4534637.018,4559749.145,4584861.272,4609973.4,4635085.527,4660197.654,4685309.782
