"Country Name","Coordinates","Longitude","Latitude","Country Code","Indicator Name","Indicator Code",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Burkina Faso","-1.561593,12.238333",-1.561593,12.238333,"BFA","Forest area (% of land area)","AG.LND.FRST.ZS",25.0255848,24.80665205,24.5877193,24.36878655,24.1498538,23.93092105,23.7119883,23.49305556,23.27412281,23.05519006,22.83625731,22.61769006,22.39912281,22.18055556,21.9619883,21.74342105,21.52412281,21.30482456,21.08552632,20.86622807,20.64692982,20.42763158,20.20833333,,
"Burkina Faso","-1.561593,12.238333",-1.561593,12.238333,"BFA","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.066589241,0.069287377,0.067840823,0.06564342,0.065745056,0.062147146,0.06823107,0.075643822,0.078570194,0.082558304,0.089716835,0.083493832,0.081711564,0.085163968,0.084681997,0.083875351,0.098425098,0.115663809,0.115815962,0.110289608,0.108309024,,,,
"Burundi","29.918886,-3.373056",29.918886,-3.373056,"BDI","Forest area (% of land area)","AG.LND.FRST.ZS",11.25389408,10.89953271,10.54517134,10.19080997,9.836448598,9.482087227,9.127725857,8.773364486,8.419003115,8.064641745,7.710280374,7.57788162,7.445482866,7.313084112,7.180685358,7.048286604,6.978193146,6.908099688,6.838006231,6.767912773,6.697819315,6.627725857,6.557632399,,
"Burundi","29.918886,-3.373056",29.918886,-3.373056,"BDI","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.054293239,0.059949835,0.054231924,0.056192644,0.055792858,0.053736093,0.052431638,0.049510697,0.046636057,0.044820132,0.045052609,0.031633441,0.031262935,0.022715759,0.026364537,0.019820622,0.023253362,0.022895876,0.028913254,0.020128744,0.03336253,,,,
"Cabo Verde","29.918886,-3.373056",29.918886,-3.373056,"CPV","Forest area (% of land area)","AG.LND.FRST.ZS",14.34243176,14.93796526,15.53349876,16.15384615,16.74937965,17.34491315,17.96526055,18.56079404,19.15632754,19.77667494,20.37220844,20.44665012,20.52109181,20.5955335,20.66997519,20.74441687,20.81885856,20.89330025,20.95533499,21.03970223,21.03970223,21.03970223,21.2630273,,
"Cabo Verde","29.918886,-3.373056",29.918886,-3.373056,"CPV","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.250051142,0.254906268,0.278350543,0.270841467,0.282436124,0.284564568,0.340874288,0.342495246,0.36159293,0.396963848,0.422707978,0.463650036,0.535106939,0.54187592,0.557510183,0.612889141,0.639141802,0.644380035,0.635566624,0.641725377,0.729487839,,,,
"Cambodia","104.990963,12.565679",104.990963,12.565679,"KHM","Forest area (% of land area)","AG.LND.FRST.ZS",73.32880127,72.53682302,71.74484478,70.95286653,70.16088828,69.36891004,68.57693179,67.78495355,66.9929753,66.20099705,65.40901881,64.4856107,63.56220258,62.63879447,61.71538636,60.79197825,60.070247,59.34851575,58.6267845,57.90505325,57.183322,56.46159075,55.73985951,,
"Cambodia","104.990963,12.565679",104.990963,12.565679,"KHM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.049798401,0.049267742,0.049035284,0.047304842,0.051681222,0.14403496,0.145812255,0.135147918,0.166948102,0.158508777,0.161706116,0.18051894,0.173693889,0.183996838,0.186007849,0.207833998,0.221290598,0.253406345,0.285142059,0.286479818,0.291012884,,,,
"Cameroon","12.354722,7.369722",12.354722,7.369722,"CMR","Forest area (% of land area)","AG.LND.FRST.ZS",51.43957183,50.97417021,50.50876859,50.04336697,49.57796535,49.11256373,48.64716211,48.18176049,47.71635887,47.25095725,46.78555563,46.32015401,45.85475239,45.38935076,44.92394914,44.45854752,43.9931459,43.52774428,43.06234266,42.59694104,42.13153942,41.6661378,41.20073618,,
"Cameroon","12.354722,7.369722",12.354722,7.369722,"CMR","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.144002179,0.089386219,0.296584756,0.29599422,0.281786495,0.313270864,0.321443137,0.218632529,0.212380482,0.198552849,0.215493084,0.209248864,0.203648852,0.220361375,0.223858668,0.203792602,0.205693153,0.305492511,0.282954664,0.33197166,0.350798617,,,,
